       1   2.591651800010E-01  6.733644520012E-02  1.753939482382E-02  4.579965479219E-03  6.712214520009E-02  1.747154679184E-02  6.690955600012E-02  1.740400174385E-02
       2   2.583428200011E-01  6.707770680004E-02  1.750346600791E-02  4.589968141929E-03  6.686438719997E-02  1.743522294391E-02  6.664641160001E-02  1.736406842391E-02
       3   2.575279600010E-01  6.682060400002E-02  1.746674339194E-02  4.599171805767E-03  6.660179199993E-02  1.739483393593E-02  6.638847439996E-02  1.732534955193E-02
       4   2.566944800010E-01  6.655201600002E-02  1.742426115195E-02  4.605889331206E-03  6.633760519991E-02  1.735388728794E-02  6.611259439994E-02  1.727774939194E-02
       5   2.558808800009E-01  6.629198800002E-02  1.738392171196E-02  4.612907535045E-03  6.606630919990E-02  1.730711051995E-02  6.585181639993E-02  1.723520295194E-02
       6   2.550244000009E-01  6.600882000003E-02  1.733359393596E-02  4.616058686405E-03  6.579365679990E-02  1.726100961595E-02  6.558281719993E-02  1.719040911194E-02
       7   2.542147400008E-01  6.574615000005E-02  1.728935463196E-02  4.620643850085E-03  6.553457479991E-02  1.721805863195E-02  6.531914999993E-02  1.714443280794E-02
       8   2.534202200008E-01  6.549023240006E-02  1.724679091996E-02  4.625422992805E-03  6.527423839991E-02  1.717257113594E-02  6.505934039994E-02  1.709864853594E-02
       9   2.526091000007E-01  6.522455880007E-02  1.719941250395E-02  4.628106804005E-03  6.500893559992E-02  1.712480355994E-02  6.480143959994E-02  1.705386099994E-02
      10   2.518018800007E-01  6.495958560008E-02  1.715135606395E-02  4.630194881285E-03  6.475154759993E-02  1.707983135194E-02  6.454190479995E-02  1.700740915194E-02
      11   2.510261400007E-01  6.470886520009E-02  1.710752042395E-02  4.633219258726E-03  6.449869039994E-02  1.703453041594E-02  6.428105439996E-02  1.695679030394E-02
      12   2.502414400006E-01  6.445320080009E-02  1.706112083195E-02  4.635077072965E-03  6.423485119995E-02  1.698270199994E-02  6.402166439996E-02  1.690672991194E-02
      13   2.494306600006E-01  6.418091560010E-02  1.700640661594E-02  4.633261726245E-03  6.396691919995E-02  1.692970163194E-02  6.374855479997E-02  1.685007464794E-02
      14   2.486381400006E-01  6.391658040010E-02  1.695389301594E-02  4.631907041765E-03  6.369764959996E-02  1.687365027194E-02  6.348859639998E-02  1.679856059994E-02
      15   2.478300200005E-01  6.364190120011E-02  1.689581463194E-02  4.627947128485E-03  6.343197999997E-02  1.681995358394E-02  6.321951479999E-02  1.674243333594E-02
      16   2.470576800005E-01  6.338458400012E-02  1.684400347194E-02  4.626080875525E-03  6.317143919998E-02  1.676586867194E-02  6.295735999999E-02  1.668740108794E-02
      17   2.462746800005E-01  6.312071600012E-02  1.678864219194E-02  4.622501485765E-03  6.290620919998E-02  1.670967555993E-02  6.269809640000E-02  1.663323027994E-02
      18   2.454835600004E-01  6.285328000012E-02  1.673164590393E-02  4.618194776325E-03  6.264432719999E-02  1.665446060793E-02  6.243784600001E-02  1.657861144794E-02
      19   2.447205400004E-01  6.259679000012E-02  1.667720471193E-02  4.614127578085E-03  6.238972320000E-02  1.660078886393E-02  6.218472520001E-02  1.652536205594E-02
      20   2.439647200004E-01  6.234363680013E-02  1.662365963193E-02  4.610247672325E-03  6.213818760000E-02  1.654772863193E-02  6.193273760002E-02  1.647109943994E-02
      21   2.432147800004E-01  6.209324680013E-02  1.657055567193E-02  4.606222539045E-03  6.188691440001E-02  1.649318529593E-02  6.168611800003E-02  1.641964319194E-02
      22   2.424667400004E-01  6.184066440013E-02  1.651510138393E-02  4.600813881125E-03  6.163950680001E-02  1.644112875993E-02  6.143078320003E-02  1.636268185594E-02
      23   2.417320200003E-01  6.159818760013E-02  1.646454213592E-02  4.597453092005E-03  6.138892600002E-02  1.638551983193E-02  6.118518760004E-02  1.630851955994E-02
      24   2.409665000003E-01  6.133883800013E-02  1.640607279192E-02  4.590577696484E-03  6.113446080002E-02  1.632848817593E-02  6.092943280004E-02  1.625046927994E-02
      25   2.402289000003E-01  6.108861400014E-02  1.634948085592E-02  4.583903569124E-03  6.088327560003E-02  1.627108391193E-02  6.068334720005E-02  1.619521555194E-02
      26   2.394868400003E-01  6.083617040014E-02  1.629146787192E-02  4.576418125764E-03  6.063581440003E-02  1.621510460793E-02  6.043314080005E-02  1.613722743994E-02
      27   2.387647600003E-01  6.059326240014E-02  1.623624716792E-02  4.569511709444E-03  6.039006800003E-02  1.615783775993E-02  6.018657360005E-02  1.607878121594E-02
      28   2.380345600003E-01  6.034437760014E-02  1.617778676792E-02  4.561056542084E-03  6.014042800004E-02  1.609826489593E-02  5.994230760006E-02  1.602283971994E-02
      29   2.373049800003E-01  6.009310600014E-02  1.611725987992E-02  4.551484379684E-03  5.989462840004E-02  1.604145045593E-02  5.969191040006E-02  1.596252414394E-02
      30   2.365862600003E-01  5.985236040014E-02  1.606205275992E-02  4.544156695204E-03  5.964909200005E-02  1.598259607993E-02  5.945196200007E-02  1.590580429594E-02
      31   2.358547600003E-01  5.960139200014E-02  1.600105460791E-02  4.533974620164E-03  5.940382200005E-02  1.592377815193E-02  5.920951960007E-02  1.584860408794E-02
      32   2.351517200003E-01  5.936200560014E-02  1.594335204791E-02  4.524582225604E-03  5.916720800005E-02  1.586767319993E-02  5.896848720007E-02  1.578984929594E-02
      33   2.344564400003E-01  5.912697680014E-02  1.588752147191E-02  4.515954699204E-03  5.892784760006E-02  1.580923050393E-02  5.873550000007E-02  1.573454324794E-02
      34   2.337438200003E-01  5.888315320014E-02  1.582763544791E-02  4.505560311524E-03  5.869027320006E-02  1.575245007193E-02  5.849524760008E-02  1.567570778394E-02
      35   2.330554400003E-01  5.865154560014E-02  1.577226382391E-02  4.496596110724E-03  5.845611560006E-02  1.569506563993E-02  5.826580040008E-02  1.562023040794E-02
