       1   2.506241500026E-01  6.371675750037E-02  1.642210037493E-02  4.288337393757E-03  6.385887000049E-02  1.671968549997E-02  6.397941750055E-02  1.700138362499E-02
       2   2.512222000028E-01  6.490555500028E-02  1.721401749987E-02  4.678871587486E-03  6.501767750042E-02  1.749529412494E-02  6.511801750047E-02  1.776520762497E-02
       3   2.517415500030E-01  6.603504750024E-02  1.798648987485E-02  5.071843518723E-03  6.612665750038E-02  1.825526537493E-02  6.621262000043E-02  1.851360599997E-02
       4   2.522148500031E-01  6.712449750021E-02  1.874470287485E-02  5.467050318715E-03  6.719985750036E-02  1.900030562494E-02  6.727042000040E-02  1.924728624998E-02
       5   2.526712000031E-01  6.817853500020E-02  1.948664799986E-02  5.862091187460E-03  6.823881500035E-02  1.973080949994E-02  6.827532250039E-02  1.995718287499E-02
       6   2.531084500031E-01  6.920130750019E-02  2.021509937487E-02  6.257972043706E-03  6.922737500034E-02  2.043818874995E-02  6.923824000037E-02  2.064711574999E-02
       7   2.534469500031E-01  7.015591750018E-02  2.091598062488E-02  6.649219918704E-03  7.015740250033E-02  2.112150787496E-02  7.014942000037E-02  2.131201925000E-02
       8   2.537192500031E-01  7.106141750017E-02  2.159418512490E-02  7.035016343702E-03  7.104448250032E-02  2.178141937496E-02  7.103148500035E-02  2.196965650000E-02
       9   2.539720000031E-01  7.192701500016E-02  2.224725999991E-02  7.411364787449E-03  7.190540000032E-02  2.243202749997E-02  7.187412250034E-02  2.260488112500E-02
      10   2.542133000031E-01  7.278371500015E-02  2.290016599992E-02  7.793390912448E-03  7.274279750031E-02  2.306888512497E-02  7.268531250033E-02  2.322234862500E-02
      11   2.544189500031E-01  7.360013250014E-02  2.353180212493E-02  8.169139106213E-03  7.353286500030E-02  2.368072599998E-02  7.345121750032E-02  2.381277012500E-02
      12   2.545651500030E-01  7.436357250013E-02  2.413672837494E-02  8.536288631227E-03  7.427251250029E-02  2.426450512498E-02  7.416826000032E-02  2.437445975001E-02
      13   2.546528000030E-01  7.507757500012E-02  2.471183524994E-02  8.889173462488E-03  7.496362500029E-02  2.481662624998E-02  7.482636000031E-02  2.490160900001E-02
      14   2.547116000030E-01  7.574636000011E-02  2.525568799995E-02  9.226062949997E-03  7.559792250028E-02  2.533453137498E-02  7.546952000030E-02  2.542294450001E-02
      15   2.546750500029E-01  7.634288250010E-02  2.576219762496E-02  9.548396306255E-03  7.620603750027E-02  2.584587787499E-02  7.607047500029E-02  2.592316825001E-02
      16   2.546865000029E-01  7.695940000010E-02  2.627717849996E-02  9.875502475011E-03  7.681315500027E-02  2.634860299999E-02  7.663568750029E-02  2.638928537501E-02
      17   2.547147000029E-01  7.755823500009E-02  2.677690124997E-02  1.019576118752E-02  7.737086000026E-02  2.681172824999E-02  7.718267250028E-02  2.683945312501E-02
      18   2.546378500029E-01  7.807014750008E-02  2.722241387497E-02  1.048567539377E-02  7.787141000026E-02  2.724333299999E-02  7.768603500027E-02  2.727149625001E-02
      19   2.545532500028E-01  7.855978250007E-02  2.764926437498E-02  1.076476098128E-02  7.836371000024E-02  2.767081224999E-02  7.813790750026E-02  2.766532862501E-02
      20   2.544828000028E-01  7.905147000006E-02  2.807782199998E-02  1.104667507503E-02  7.881685750024E-02  2.806671312499E-02  7.859654750026E-02  2.806468912501E-02
      21   2.543169000028E-01  7.946658500005E-02  2.845973774999E-02  1.130378116253E-02  7.923630250023E-02  2.845124737499E-02  7.900345000025E-02  2.843482450001E-02
      22   2.541539000028E-01  7.988881000004E-02  2.884694149999E-02  1.156466920004E-02  7.964556750023E-02  2.882344612500E-02  7.940695500024E-02  2.880002700001E-02
      23   2.539691500027E-01  8.028334750004E-02  2.921254937499E-02  1.181117711879E-02  8.003440750022E-02  2.918219512500E-02  7.977234000024E-02  2.913932900001E-02
      24   2.537750500027E-01  8.066376250003E-02  2.956878287499E-02  1.205297513129E-02  8.039163500022E-02  2.951883700000E-02  8.012208250023E-02  2.946505537501E-02
      25   2.535287000027E-01  8.099726500002E-02  2.989682450000E-02  1.228037788754E-02  8.071862500021E-02  2.983636950000E-02  8.044129750022E-02  2.977163212501E-02
      26   2.532881500027E-01  8.131585750001E-02  3.021033737500E-02  1.249924759380E-02  8.102995000020E-02  3.013937300000E-02  8.073460000022E-02  3.005648725001E-02
      27   2.530503000027E-01  8.161852500000E-02  3.050844975000E-02  1.270708106255E-02  8.131356000019E-02  3.041804350000E-02  8.100772250021E-02  3.032474712501E-02
