       1   2.518762500024E-01  6.428093250035E-02  1.661359312493E-02  4.346366081253E-03  6.473289250047E-02  1.705796587496E-02  6.517882250053E-02  1.749903337498E-02
       2   2.536837500027E-01  6.603135250025E-02  1.760795662486E-02  4.803709656230E-03  6.647623250039E-02  1.805510137493E-02  6.689337750045E-02  1.848647262496E-02
       3   2.554732500028E-01  6.777231750019E-02  1.861388662483E-02  5.279599593716E-03  6.818717500035E-02  1.905035199992E-02  6.860229500040E-02  1.948552324996E-02
       4   2.571535000029E-01  6.945453000015E-02  1.960962249984E-02  5.765019899957E-03  6.986547250032E-02  2.004848812492E-02  7.025847250038E-02  2.047458587497E-02
       5   2.588283500029E-01  7.113160250013E-02  2.061527487485E-02  6.266725756202E-03  7.152277000031E-02  2.104598174993E-02  7.189859250036E-02  2.146632787498E-02
       6   2.604444500029E-01  7.277178250011E-02  2.161505937486E-02  6.777175731199E-03  7.314219250030E-02  2.203757712494E-02  7.351057250035E-02  2.245661687499E-02
       7   2.619947500029E-01  7.437247750011E-02  2.260815212488E-02  7.295965018697E-03  7.473675750029E-02  2.303002437495E-02  7.508432500034E-02  2.343712049999E-02
       8   2.635360000028E-01  7.596443000009E-02  2.360701149990E-02  7.828003924947E-03  7.630783750028E-02  2.401643112496E-02  7.662400250033E-02  2.440443662500E-02
       9   2.650247500028E-01  7.751396250008E-02  2.459142212491E-02  8.361747581223E-03  7.782441750027E-02  2.498008737497E-02  7.812486750032E-02  2.535813537500E-02
      10   2.664201500027E-01  7.900088250008E-02  2.555057337493E-02  8.891124506243E-03  7.929570250027E-02  2.592919987497E-02  7.957417500031E-02  2.629367700000E-02
      11   2.677887500026E-01  8.045751750007E-02  2.649958887494E-02  9.423603393760E-03  8.073179750026E-02  2.686500062498E-02  8.100843250030E-02  2.722939437501E-02
      12   2.690886500026E-01  8.187504750005E-02  2.743361337496E-02  9.954123693773E-03  8.214747500025E-02  2.779900424998E-02  8.240595750030E-02  2.814927412501E-02
